example_id,caption,wav,split,image_id,target
1245022983_fb329886dd.jpg#0,A child in all pink is posing nearby a stroller with buildings in the distance .,1245022983_fb329886dd_0.wav,train,1245022983_fb329886dd.jpg,"['pink', 'distance', 'child']"
1247181182_35cabd76f3.jpg#0,a man sits on a rock .,1247181182_35cabd76f3_0.wav,train,1247181182_35cabd76f3.jpg,"['man', 'rock']"
1248734482_3038218f3b.jpg#0,A close-up of a young girl with a pink shirt laying on grass .,1248734482_3038218f3b_0.wav,train,1248734482_3038218f3b.jpg,"['shirt', 'girl', 'pink', 'grass']"
124881487_36e668145d.jpg#0,A man on bicycle riding down a rocky hill .,124881487_36e668145d_0.wav,train,124881487_36e668145d.jpg,"['hill', 'man', 'bicycle']"
1248953128_24c9f8d924.jpg#0,A little girl in a colorful dress is playing with a blue and red soccer ball .,1248953128_24c9f8d924_0.wav,train,1248953128_24c9f8d924.jpg,"['ball', 'soccer', 'blue', 'dress', 'girl']"
1251558317_4ef844b775.jpg#0,An adult and a child sitting on a police motorcycle .,1251558317_4ef844b775_0.wav,train,1251558317_4ef844b775.jpg,"['adult', 'motorcycle', 'child']"
1252396628_eb81d3905b.jpg#0,A man in a red biker suit on a red dirt bike going down a muddy road .,1252396628_eb81d3905b_0.wav,train,1252396628_eb81d3905b.jpg,"['dirt', 'road', 'suit', 'bike', 'man', 'biker']"
1252787177_4b08625897.jpg#1,Three pairs of different-colored underwear hanging from a clothesline with people and cars in the background,1252787177_4b08625897_1.wav,train,1252787177_4b08625897.jpg,['background']
125319704_49ead3463c.jpg#0,Person standing beside bike in stream .,125319704_49ead3463c_0.wav,train,125319704_49ead3463c.jpg,"['bike', 'stream', 'person']"
1253264731_e7c689eca5.jpg#0,A girl in a coral shirt with glasses is smiling while leaning against a fence .,1253264731_e7c689eca5_0.wav,train,1253264731_e7c689eca5.jpg,"['fence', 'shirt', 'girl']"
1253275679_e955fb7304.jpg#0,A boy has his head down and is wearing a shirt that says ADHD .,1253275679_e955fb7304_0.wav,train,1253275679_e955fb7304.jpg,"['head', 'shirt', 'boy']"
1255504166_f2437febcb.jpg#0,A boy playing in a lake,1255504166_f2437febcb_0.wav,train,1255504166_f2437febcb.jpg,"['playing', 'lake']"
1259936608_e3f0064f23.jpg#0,A little girl with arms outstretched plays with others at a sprinkler park .,1259936608_e3f0064f23_0.wav,train,1259936608_e3f0064f23.jpg,"['park', 'girl']"
1260816604_570fc35836.jpg#0,A person drives in a red car .,1260816604_570fc35836_0.wav,train,1260816604_570fc35836.jpg,"['car', 'person']"
1262077938_8b9516c273.jpg#0,A girl with a black purse sitting on a wooden bench .,1262077938_8b9516c273_0.wav,train,1262077938_8b9516c273.jpg,"['girl', 'bench']"
1262454669_f1caafec2d.jpg#0,A girl in a white shirt is sitting on a park bench with a dog next to her .,1262454669_f1caafec2d_0.wav,train,1262454669_f1caafec2d.jpg,"['shirt', 'dog', 'girl', 'bench', 'park']"
1263126002_881ebd7ac9.jpg#0,A baby girl is attempting to climb out of her green crib,1263126002_881ebd7ac9_0.wav,train,1263126002_881ebd7ac9.jpg,"['girl', 'baby']"
1263801010_5c74bf1715.jpg#0,A man in a red jacket looking out over snow-covered mountains .,1263801010_5c74bf1715_0.wav,train,1263801010_5c74bf1715.jpg,"['man', 'jacket']"
1269470943_ba7fc49b4d.jpg#0,A boy in blue with a football sprawls in the grass .,1269470943_ba7fc49b4d_0.wav,train,1269470943_ba7fc49b4d.jpg,"['grass', 'boy']"
1271210445_7f7ecf3791.jpg#0,girls seated at table with a candle covered with lit candles,1271210445_7f7ecf3791_0.wav,train,1271210445_7f7ecf3791.jpg,['table']
1271960365_e54033f883.jpg#0,A black dog runs after another black dog who is carrying a ball .,1271960365_e54033f883_0.wav,train,1271960365_e54033f883.jpg,"['ball', 'dog']"
1273001772_1585562051.jpg#0,About 12 kids and a few adults get splashed by an off camera source .,1273001772_1585562051_0.wav,train,1273001772_1585562051.jpg,['camera']
1277185009_06478dd457.jpg#0,A man standing on a rocky mountain with gray clouds in the background .,1277185009_06478dd457_0.wav,train,1277185009_06478dd457.jpg,"['man', 'background', 'mountain']"
1277743944_f4e8c78403.jpg#0,"A boy dressed in khaki shorts and a red shirt runs on a beach with green , white and blue structures and a half moon behind him .",1277743944_f4e8c78403_0.wav,train,1277743944_f4e8c78403.jpg,"['shirt', 'boy', 'beach']"
1280147517_98767ca3b3.jpg#0,A boat on a lake .,1280147517_98767ca3b3_0.wav,train,1280147517_98767ca3b3.jpg,"['boat', 'lake']"
1280320287_b2a4b9b7bd.jpg#0,A man is pulled behind a boat on a knee board while another doing the same begins to fall .,1280320287_b2a4b9b7bd_0.wav,train,1280320287_b2a4b9b7bd.jpg,"['boat', 'man']"
12830823_87d2654e31.jpg#1,people stare at the orange fish .,12830823_87d2654e31_1.wav,train,12830823_87d2654e31.jpg,"['fish', 'orange']"
1285067106_2adc307240.jpg#0,a boy in white plays baseball .,1285067106_2adc307240_0.wav,train,1285067106_2adc307240.jpg,"['boy', 'baseball']"
1285874746_486731a954.jpg#0,a african-american woman stands in the crowd .,1285874746_486731a954_0.wav,train,1285874746_486731a954.jpg,"['woman', 'crowd']"
1286408831_05282582ed.jpg#0,A boy with his mouth open and tongue sticking out clinging to a bar next to a platform .,1286408831_05282582ed_0.wav,train,1286408831_05282582ed.jpg,"['boy', 'mouth']"
1287064529_aa4e4f3c31.jpg#0,A black and tan dog in the snow,1287064529_aa4e4f3c31_0.wav,train,1287064529_aa4e4f3c31.jpg,"['snow', 'dog']"
1287920676_d21a0b289b.jpg#0,A snow dog in a red harness .,1287920676_d21a0b289b_0.wav,train,1287920676_d21a0b289b.jpg,['dog']
1287931016_fb015e2e10.jpg#0,A black and a white dog on the snow .,1287931016_fb015e2e10_0.wav,train,1287931016_fb015e2e10.jpg,"['snow', 'dog']"
1287982439_6578006e22.jpg#0,A big brown dog is jumping in the water and has his mouth wide open .,1287982439_6578006e22_0.wav,train,1287982439_6578006e22.jpg,"['water', 'brown', 'dog', 'mouth']"
1288909046_d2b2b62607.jpg#0,a brown dog is leaping into a garden swimming pool .,1288909046_d2b2b62607_0.wav,train,1288909046_d2b2b62607.jpg,"['pool', 'dog']"
128912885_8350d277a4.jpg#0,A dog jumps for a red ball on the grass .,128912885_8350d277a4_0.wav,train,128912885_8350d277a4.jpg,"['grass', 'jumps', 'dog', 'ball']"
1289142574_2bd6a082dd.jpg#0,A boy jumps from one picnic table to another .,1289142574_2bd6a082dd_0.wav,train,1289142574_2bd6a082dd.jpg,"['jumps', 'boy', 'table']"
1290894194_8a4ffdc7eb.jpg#0,A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk .,1290894194_8a4ffdc7eb_0.wav,train,1290894194_8a4ffdc7eb.jpg,"['dog', 'woman', 'girl', 'sidewalk']"
1294578091_2ad02fea91.jpg#1,A man on a phone and woman sitting near a painting .,1294578091_2ad02fea91_1.wav,train,1294578091_2ad02fea91.jpg,"['woman', 'man']"
1295669416_21cabf594d.jpg#0,A girl dressed in a red and black top with black pants is sitting on a wall .,1295669416_21cabf594d_0.wav,train,1295669416_21cabf594d.jpg,"['top', 'wall', 'girl']"
1295671216_cde1b9c9d1.jpg#0,"A crowd of people are standing together on a sidewalk , while one man is taking a picture .",1295671216_cde1b9c9d1_0.wav,train,1295671216_cde1b9c9d1.jpg,"['sidewalk', 'picture', 'crowd', 'man']"
129599450_cab4e77343.jpg#1,A hiker carring an American flag .,129599450_cab4e77343_1.wav,train,129599450_cab4e77343.jpg,['hiker']
1296412797_85b6d2f8d6.jpg#0,A child is being swung by her arms while another child watches .,1296412797_85b6d2f8d6_0.wav,train,1296412797_85b6d2f8d6.jpg,['child']
1296770308_3db2022f5a.jpg#1,A girl sitting in a dark bar .,1296770308_3db2022f5a_1.wav,train,1296770308_3db2022f5a.jpg,['girl']
1298866571_b4c496b71c.jpg#0,a asian man gives an evil eye to the camera .,1298866571_b4c496b71c_0.wav,train,1298866571_b4c496b71c.jpg,"['eye', 'man', 'camera']"
1299459550_1fd5594fa2.jpg#0,A boy in swimming trunks .,1299459550_1fd5594fa2_0.wav,train,1299459550_1fd5594fa2.jpg,['boy']
1299459562_ed0e064aee.jpg#0,"Three boys in baggy bathing suits play in splashing water in front a of grey , block wall .",1299459562_ed0e064aee_0.wav,train,1299459562_ed0e064aee.jpg,"['water', 'front', 'bathing', 'wall', 'grey']"
1301140633_046e4e8010.jpg#0,a boy in a blue shirt with dirt on his face,1301140633_046e4e8010_0.wav,train,1301140633_046e4e8010.jpg,"['face', 'dirt', 'shirt', 'boy']"
130211457_be3f6b335d.jpg#0,A girl in a red and black leotard with white writing is standing next to a man in a cap and a girl in a hot pink and black and white checkered outfit .,130211457_be3f6b335d_0.wav,train,130211457_be3f6b335d.jpg,"['cap', 'girl', 'pink', 'man']"
1302657647_46b36c0d66.jpg#0,A man hanging from bars outdoors,1302657647_46b36c0d66_0.wav,train,1302657647_46b36c0d66.jpg,['man']
1303335399_b3facd47ab.jpg#0,A baby boy wearing a shoulder life saver is at the very edge of an orange pool slide .,1303335399_b3facd47ab_0.wav,train,1303335399_b3facd47ab.jpg,"['boy', 'orange', 'baby', 'pool', 'slide', 'edge']"
1303550623_cb43ac044a.jpg#0,A girl in a tank top and jean capris stands on railroad tracks .,1303550623_cb43ac044a_0.wav,train,1303550623_cb43ac044a.jpg,"['top', 'girl']"
1303727066_23d0f6ed43.jpg#0,A dark haired bearded man wearing a turquoise shirt with a yellow peace sign on it .,1303727066_23d0f6ed43_0.wav,train,1303727066_23d0f6ed43.jpg,"['shirt', 'sign', 'man']"
1303727828_d1052ee341.jpg#0,A man in a feather hat looking down .,1303727828_d1052ee341_0.wav,train,1303727828_d1052ee341.jpg,"['man', 'hat']"
1304100320_c8990a1539.jpg#0,The two dogs are running through a field of flowers .,1304100320_c8990a1539_0.wav,train,1304100320_c8990a1539.jpg,['field']
1304961697_76b86b0c18.jpg#1,Two children prepare to high-five while participating in water sports .,1304961697_76b86b0c18_1.wav,train,1304961697_76b86b0c18.jpg,['water']
1305564994_00513f9a5b.jpg#0,A man in street racer armor is examining the tire of another racer 's motorbike .,1305564994_00513f9a5b_0.wav,train,1305564994_00513f9a5b.jpg,"['tire', 'motorbike', 'racer', 'street', 'man']"
1307635496_94442dc21a.jpg#0,A boy wearing black sandals runs along the grass .,1307635496_94442dc21a_0.wav,train,1307635496_94442dc21a.jpg,"['boy', 'grass']"
1308472581_9961782889.jpg#0,a boy in blue shirt splashing in water under a dock,1308472581_9961782889_0.wav,train,1308472581_9961782889.jpg,"['water', 'shirt', 'boy', 'dock']"
1308617539_54e1a3dfbe.jpg#0,A boy is jumping from a body board into the ocean .,1308617539_54e1a3dfbe_0.wav,train,1308617539_54e1a3dfbe.jpg,"['body', 'boy', 'ocean']"
1309330801_aeeb23f1ee.jpg#0,One girl is doing a handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air .,1309330801_aeeb23f1ee_0.wav,train,1309330801_aeeb23f1ee.jpg,"['air', 'hand', 'girl', 'trampoline']"
1311132744_5ffd03f831.jpg#0,A black and grey dog runs in a field with its tongue hanging out .,1311132744_5ffd03f831_0.wav,train,1311132744_5ffd03f831.jpg,"['dog', 'field']"
1312020846_5abb4a9be2.jpg#0,Two little puppies chase each other on a stone wall .,1312020846_5abb4a9be2_0.wav,train,1312020846_5abb4a9be2.jpg,"['wall', 'stone']"
1312227131_771b5ed201.jpg#1,A group of dogs is pulling a sled over snow as the sun sets .,1312227131_771b5ed201_1.wav,train,1312227131_771b5ed201.jpg,['group']
1312954382_cf6d70d63a.jpg#0,A girl in a green dress plays with a Hello Kitty balloon .,1312954382_cf6d70d63a_0.wav,train,1312954382_cf6d70d63a.jpg,"['dress', 'girl']"
1313693129_71d0b21c63.jpg#0,A boy and a girl are standing on a river bank facing the water .,1313693129_71d0b21c63_0.wav,train,1313693129_71d0b21c63.jpg,"['water', 'boy', 'girl', 'river']"
1313961775_824b87d155.jpg#0,A girl floating wearing a life vest .,1313961775_824b87d155_0.wav,train,1313961775_824b87d155.jpg,['girl']
1316247213_1d2c726dd5.jpg#0,A closeup of a little girl laughing .,1316247213_1d2c726dd5_0.wav,train,1316247213_1d2c726dd5.jpg,['girl']
131632409_4de0d4e710.jpg#0,A girl in a bikini walks along the beach with huge clouds and a sandy beach behind her .,131632409_4de0d4e710_0.wav,train,131632409_4de0d4e710.jpg,"['beach', 'girl', 'bikini']"
1321723162_9d4c78b8af.jpg#1,An older girl helps a younger girl ice skate .,1321723162_9d4c78b8af_1.wav,train,1321723162_9d4c78b8af.jpg,['girl']
1321949151_77b77b4617.jpg#0,A little boy and a little girl are lying on a black bench surrounded by adults .,1321949151_77b77b4617_0.wav,train,1321949151_77b77b4617.jpg,"['girl', 'boy', 'bench']"
1324816249_86600a6759.jpg#0,A brown dog stands in a lush field with the stunning clouds and mountains behind it .,1324816249_86600a6759_0.wav,train,1324816249_86600a6759.jpg,"['dog', 'field']"
1330645772_24f831ff8f.jpg#0,A black and white dog is running in the grass .,1330645772_24f831ff8f_0.wav,train,1330645772_24f831ff8f.jpg,"['grass', 'dog']"
133189853_811de6ab2a.jpg#0,"A man wearing a tuxedo shirt , vest , and bow-tie is kissing another man wearing the same thing on the cheek .",133189853_811de6ab2a_0.wav,train,133189853_811de6ab2a.jpg,"['shirt', 'man']"
1332208215_fa824f6659.jpg#0,A man in glasses and an Asian woman are seated across from each other in a subway train .,1332208215_fa824f6659_0.wav,train,1332208215_fa824f6659.jpg,"['woman', 'man', 'train']"
1332492622_8c66992b62.jpg#0,A group of people stand on a balcony near a colorful circus building .,1332492622_8c66992b62_0.wav,train,1332492622_8c66992b62.jpg,"['balcony', 'group']"
1332815795_8eea44375e.jpg#0,A baby swings in a swing near a wooden fence .,1332815795_8eea44375e_0.wav,train,1332815795_8eea44375e.jpg,"['fence', 'swing', 'baby']"
1333888922_26f15c18c3.jpg#0,A brown-haired child in green shoes swings on a swing in a park near the woods .,1333888922_26f15c18c3_0.wav,train,1333888922_26f15c18c3.jpg,"['park', 'swing', 'child']"
1334892555_1beff092c3.jpg#1,Two girls sparring with a red and blue bat while another girl watches .,1334892555_1beff092c3_1.wav,train,1334892555_1beff092c3.jpg,['girl']
1335617803_4fbc03dab0.jpg#0,The two children make a funny pose in front of some bushes .,1335617803_4fbc03dab0_0.wav,train,1335617803_4fbc03dab0.jpg,['front']
1337792872_d01a390b33.jpg#0,A girls walks down the road holding a teddy bear .,1337792872_d01a390b33_0.wav,train,1337792872_d01a390b33.jpg,['road']
1338523142_57fce8229b.jpg#0,A backpacker walks down a rocky mountain .,1338523142_57fce8229b_0.wav,train,1338523142_57fce8229b.jpg,['mountain']
133905560_9d012b47f3.jpg#0,A puppy plays with an adult dog in the snow .,133905560_9d012b47f3_0.wav,train,133905560_9d012b47f3.jpg,"['adult', 'snow', 'dog']"
1341787777_4f1ebb1793.jpg#0,A brown dog is bending down trying to drink from a jet of water .,1341787777_4f1ebb1793_0.wav,train,1341787777_4f1ebb1793.jpg,"['water', 'dog']"
1342766791_1e72f92455.jpg#0,A boy pushing another boy up a pole .,1342766791_1e72f92455_0.wav,train,1342766791_1e72f92455.jpg,['boy']
1342780478_bacc32344d.jpg#0,A man in a dress shirt and tie is standing in front of a sign selling donuts .,1342780478_bacc32344d_0.wav,train,1342780478_bacc32344d.jpg,"['shirt', 'front', 'dress', 'sign', 'man']"
1346529555_e916816cfe.jpg#0,A dog in midair cathing the red ball .,1346529555_e916816cfe_0.wav,train,1346529555_e916816cfe.jpg,"['midair', 'ball', 'dog']"
1347519824_e402241e4f.jpg#0,A few girls with green foam statue of liberty hats on a train,1347519824_e402241e4f_0.wav,train,1347519824_e402241e4f.jpg,['train']
1348113612_5bfc5f429e.jpg#0,A black and white dog jumping into a pool after tennis balls .,1348113612_5bfc5f429e_0.wav,train,1348113612_5bfc5f429e.jpg,"['pool', 'jumping', 'dog', 'tennis']"
1348891916_ebd4413033.jpg#0,A brown dog on a leash runs through the white water .,1348891916_ebd4413033_0.wav,train,1348891916_ebd4413033.jpg,"['water', 'dog']"
134894450_dadea45d65.jpg#0,A boy wearing no shirt and some blue jeans is jumping in the air in the woods .,134894450_dadea45d65_0.wav,train,134894450_dadea45d65.jpg,"['air', 'shirt', 'boy']"
1348947380_14f0fc1237.jpg#0,A man and a dog stand on a hill overlooking water .,1348947380_14f0fc1237_0.wav,train,1348947380_14f0fc1237.jpg,"['water', 'dog', 'hill', 'stand', 'man']"
1348957576_c4a78eb974.jpg#0,A blonde woman in a white tank top and sunglasses is talking to a man sitting next to boats on a rock surface .,1348957576_c4a78eb974_0.wav,train,1348957576_c4a78eb974.jpg,"['top', 'woman', 'man', 'rock']"
1350948838_fdebe4ff65.jpg#0,A black and white dog jumping into a pool .,1350948838_fdebe4ff65_0.wav,train,1350948838_fdebe4ff65.jpg,"['pool', 'jumping', 'dog']"
1351315701_6580b51c41.jpg#0,A black and a white dog are running on the grass .,1351315701_6580b51c41_0.wav,train,1351315701_6580b51c41.jpg,"['grass', 'dog']"
1351764581_4d4fb1b40f.jpg#0,A firefighter extinguishes a fire under the hood of a car .,1351764581_4d4fb1b40f_0.wav,train,1351764581_4d4fb1b40f.jpg,"['car', 'fire']"
1352398363_9cc8ffcce9.jpg#0,A boy is covered with marker .,1352398363_9cc8ffcce9_0.wav,train,1352398363_9cc8ffcce9.jpg,['boy']
1354318519_2f9baed754.jpg#0,A baby is laughing .,1354318519_2f9baed754_0.wav,train,1354318519_2f9baed754.jpg,['baby']
1355450069_c0675b0706.jpg#0,A man is climbing up a wall,1355450069_c0675b0706_0.wav,train,1355450069_c0675b0706.jpg,"['wall', 'man']"
1355703632_5683a4b6fb.jpg#1,A girl is winding up to throw a softball .,1355703632_5683a4b6fb_1.wav,train,1355703632_5683a4b6fb.jpg,['girl']
1355833561_9c43073eda.jpg#0,A child is being thrown in the air playfully .,1355833561_9c43073eda_0.wav,train,1355833561_9c43073eda.jpg,"['air', 'child']"
1355945307_f9e01a9a05.jpg#0,A man drives an old-fashioned red race car .,1355945307_f9e01a9a05_0.wav,train,1355945307_f9e01a9a05.jpg,"['car', 'race', 'man']"
1356543628_c13ebe38fb.jpg#0,A girl carries a lot through the grass .,1356543628_c13ebe38fb_0.wav,train,1356543628_c13ebe38fb.jpg,"['girl', 'grass']"
1357689954_72588dfdc4.jpg#0,A boy is attempting to rock-climb a prefabricated wall .,1357689954_72588dfdc4_0.wav,train,1357689954_72588dfdc4.jpg,"['wall', 'boy']"
1357724865_4faf4e1418.jpg#0,A half-dressed man walks into a river at the bottom of a small waterfall .,1357724865_4faf4e1418_0.wav,train,1357724865_4faf4e1418.jpg,"['river', 'man', 'waterfall']"
1357753846_6185e26040.jpg#0,"A big , black dog runs through the water , near the shore .",1357753846_6185e26040_0.wav,train,1357753846_6185e26040.jpg,"['water', 'dog']"
1358089136_976e3d2e30.jpg#0,A boy sand surfing down a hill,1358089136_976e3d2e30_0.wav,train,1358089136_976e3d2e30.jpg,"['hill', 'boy', 'sand']"
